SURFACE,ROLE,SCREEN NAME,ROUTE OR MOBILE NAVIGATION PATH,SOURCE FILE,SOURCE LINE,CONTROLLER OR VIEWMODEL,PERMISSION,VISIBLE TITLE,CONTROL TYPE,CONTROL NAME,TABS,CARDS,TABLES,TABLE COLUMNS,BUTTONS,DROPDOWNS,FILTERS,SEARCH FIELDS,TEXT FIELDS,DATE PICKERS,CHECKBOXES,RADIO BUTTONS,TOGGLES,UPLOAD CONTROLS,CAMERA CONTROLS,SCANNER CONTROLS,MAP CONTROLS,PAGINATION,MODALS,MENUS,ACTION MENUS,STATUS BADGES,EMPTY STATES,ERROR STATES,VALIDATION,EXPECTED ACTION,CURRENT ACTION,API ENDPOINT,DATABASE EFFECT,NEXT ROLE VISIBILITY,NOTIFICATION,TEST COVERAGE,CURRENT STATUS,DEFECT,SEVERITY,FIX STATUS
ADMIN PORTAL,admin,admin-views/business-settings/cancelation_policy.blade.php,not statically resolved,resources/views/admin-views/business-settings/cancelation_policy.blade.php,43,requires route-level trace,not proven in view,{{…}},link,default-link,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/cancelation_policy.blade.php,not statically resolved,resources/views/admin-views/business-settings/cancelation_policy.blade.php,50,requires route-level trace,not proven in view,{{…}},link,{{…}}-link,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/cancelation_policy.blade.php,not statically resolved,resources/views/admin-views/business-settings/cancelation_policy.blade.php,59,requires route-level trace,not proven in view,{{…}},input:hidden,lang[],,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/cancelation_policy.blade.php,not statically resolved,resources/views/admin-views/business-settings/cancelation_policy.blade.php,60,requires route-level trace,not proven in view,{{…}},textarea,cancellation_policy[],,,,,,,,,cancellation_policy[],,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/cancelation_policy.blade.php,not statically resolved,resources/views/admin-views/business-settings/cancelation_policy.blade.php,77,requires route-level trace,not proven in view,{{…}},textarea,cancellation_policy[],,,,,,,,,cancellation_policy[],,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/cancelation_policy.blade.php,not statically resolved,resources/views/admin-views/business-settings/cancelation_policy.blade.php,79,requires route-level trace,not proven in view,{{…}},input:hidden,lang[],,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/cancelation_policy.blade.php,not statically resolved,resources/views/admin-views/business-settings/cancelation_policy.blade.php,85,requires route-level trace,not proven in view,{{…}},button,button@85,,,,,button@85,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/config.blade.php,route:admin.business-settings.third-party.config-update,resources/views/admin-views/business-settings/config.blade.php,55,requires route-level trace,not proven in view,,form,form@55,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.business-settings.third-party.config-update,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/config.blade.php,not statically resolved,resources/views/admin-views/business-settings/config.blade.php,62,requires route-level trace,not proven in view,,input:text,{{…}} ({{…}}),,,,,,,,,{{…}} ({{…}}),,,,,,,,{{…}} ({{…}}),,,,,,,,required,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/config.blade.php,not statically resolved,resources/views/admin-views/business-settings/config.blade.php,69,requires route-level trace,not proven in view,,input:text,{{…}} ({{…}}),,,,,,,,,{{…}} ({{…}}),,,,,,,,{{…}} ({{…}}),,,,,,,,required,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/config.blade.php,not statically resolved,resources/views/admin-views/business-settings/config.blade.php,75,requires route-level trace,not proven in view,,button,button@75,,,,,button@75,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/config.blade.php,not statically resolved,resources/views/admin-views/business-settings/config.blade.php,76,requires route-level trace,not proven in view,,button,button@76,,,,,button@76,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/db-index.blade.php,route:admin.business-settings.clean-db,resources/views/admin-views/business-settings/db-index.blade.php,32,requires route-level trace,not proven in view,,form,form@32,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.business-settings.clean-db,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/db-index.blade.php,not statically resolved,resources/views/admin-views/business-settings/db-index.blade.php,39,requires route-level trace,not proven in view,,input:checkbox,tables[],tables[],,,,,,,,,,tables[],,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/db-index.blade.php,not statically resolved,resources/views/admin-views/business-settings/db-index.blade.php,46,requires route-level trace,not proven in view,,button,button@46,,,,,button@46,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/db-index.blade.php,not statically resolved,resources/views/admin-views/business-settings/db-index.blade.php,47,requires route-level trace,not proven in view,,button,button@47,,,,,button@47,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,not statically resolved,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,40,requires route-level trace,not proven in view,,input:checkbox,mail-status,,,,,,,,,,,mail-status,,mail-status,,,,,,mail-status,,,mail-status,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,route:admin.business-settings.email-status,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,55,requires route-level trace,not proven in view,,form,mail-status_form,,,,,,,,,,,,,,,,,,,,,,mail-status_form,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.business-settings.email-status,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,route:admin.business-settings.email-setup-update,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,61,requires route-level trace,not proven in view,,form,form@61,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.business-settings.email-setup-update,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,not statically resolved,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,85,requires route-level trace,not proven in view,,link,default-link,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,not statically resolved,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,91,requires route-level trace,not proven in view,,link,{{…}}-link,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,not statically resolved,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,112,requires route-level trace,not proven in view,,upload,logo,,,,,,,,,,,,,,logo,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,not statically resolved,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,126,requires route-level trace,not proven in view,,input:text,title[],,,,,,,,,title[],,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,not statically resolved,resources/views/admin-views/business-settings/email-format-setting/admin-email-formats/campaign-request-format.blade.php,136,requires route-level trace,not proven in view,,textarea,body[],,,,,,,,,body[],,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
